CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.112651447,0,10.13204543,1,0.505172088,6.243445634,77.23669375,2.021146669,3,332,20.55570994,391.6332731,11.21831869,16.00477073
0.037796338,0,9.77468044,0,0.521103833,6.990725055,93.88451524,2.237027251,3,398,20.33886087,397.33463,9.999722382,23.75489743
0.10707505,0,9.730401132,0,0.507433087,6.756779807,72.52640362,2.587664985,1,289,19.54157148,396.4620013,9.226900404,24.73518628
0.11105133,1,10.37329384,1,0.528891432,6.836939358,85.74670848,2.066205337,4,298,20.19220146,394.1087848,8.24835137,22.50795949
0.22428973,1,11.27856045,1,0.562743901,6.571982685,76.26673103,2.061031066,6,312,19.8461371,391.6498813,13.66319592,14.33795661
0.198516092,0,9.617964553,0,0.556618598,6.871014287,72.01196886,2.450699906,4,334,20.20139418,399.5487836,9.84505189,20.23579204
0.268419568,1,11.12788838,1,0.561214982,6.645490539,85.08801811,2.187297016,3,365,20.77947489,394.6401098,12.24033489,19.3525019
0.152220179,1,9.06344947,0,0.554925127,6.946173705,84.98686468,2.43036897,4,289,20.82655521,391.8364345,12.05950244,22.525533
0.053486389,1,10.25679893,0,0.52730288,6.281338586,91.20702705,2.120006354,6,350,19.71598443,397.1816425,6.36071117,18.13649093
0.21970854,1,11.3275952,1,0.52445075,6.595319546,92.34252079,2.276043197,5,306,19.25343594,396.0789796,5.489356986,15.45381813
0.233019814,1,10.01619887,1,0.513705968,6.690131348,91.83374466,2.159173927,2,307,21.23331307,398.1619799,13.39963174,11.26988655
0.177157615,1,10.6912113,0,0.584907087,6.392937305,82.28676199,2.270916929,2,314,20.58571208,399.9609671,9.903200378,22.13036672
0.23587081,0,9.614937698,0,0.561647936,6.879707982,88.95069362,2.461458256,3,315,20.32630405,390.4486717,13.10085532,18.42347661
0.158262767,1,11.22598617,0,0.518651101,6.979803163,87.30835728,2.457205964,3,329,19.38878641,397.3931576,7.970652477,18.47862329
0.166365192,1,9.15683731,1,0.517720938,6.493769491,82.64685268,2.309463373,6,365,20.24399125,399.8913089,13.61831971,24.39887263
0.139711485,1,11.55762793,0,0.58730356,6.390640655,87.91638083,2.557023106,4,282,21.45452625,395.3823164,13.30820485,17.80718448
0.027117355,1,9.594589159,1,0.574273086,6.471937929,98.4174363,2.158270461,6,300,20.74430689,397.1570205,8.816714277,15.42121866
0.0502096,0,11.6231941,0,0.565939908,6.852736746,75.78681231,2.144186811,1,393,19.27292654,394.4111051,9.116980617,15.75773155
0.028800172,0,10.05758772,1,0.540686411,6.645468426,97.17316287,2.368283841,3,337,19.9968254,393.5677371,8.508923995,11.16445653
0.198194915,0,11.16805072,0,0.526197556,6.044772373,71.60366542,2.372778221,3,385,21.93940608,396.9645809,5.348225732,12.71291447
0.108019675,0,9.957675893,1,0.597945076,6.54216991,79.25167639,2.027924024,3,331,20.63352241,399.880894,11.87660591,11.61332269
0.162399794,1,11.71773501,0,0.579723958,6.017300123,78.64435746,2.364666627,6,344,19.85918824,390.9166642,7.727325493,14.40564219
0.274118613,0,9.379911377,0,0.530177922,6.778535371,88.79095324,2.224661694,6,375,21.74033424,394.2212148,13.84013742,11.90513261
0.089801824,0,9.535559368,0,0.58475648,6.328312274,73.93674855,2.448465515,4,322,20.0080019,399.406188,13.97377148,15.63562773
0.134907218,0,10.47909038,0,0.575893195,6.472007482,96.47042836,2.484863399,5,320,21.189722,391.1279829,12.22579206,12.76581321
0.231554319,0,9.245815317,1,0.529708055,6.798678106,94.85654225,2.331292292,3,370,19.44166152,396.5093331,6.81563989,23.85086664
0.084063486,1,9.587940554,1,0.542655285,6.046448817,89.56197459,2.001023019,5,370,19.46947934,394.3016481,5.892924925,24.13737475
0.041554375,0,11.83129915,1,0.518595345,6.158541536,83.75241495,2.381819486,6,352,20.68394206,393.7689242,13.16446595,19.44839035
0.101130407,1,11.92946898,1,0.511105244,6.397960376,97.98868126,2.449328768,4,392,19.71946996,392.0943977,13.93066109,22.27682853
0.06514196,0,10.12877799,1,0.572276203,6.229925164,94.92239664,2.14938996,6,281,19.14799626,391.7633427,8.520391247,20.48095801
0.280315343,1,11.76985806,0,0.526751186,6.337901426,84.97945444,2.278787601,1,350,21.77939632,395.162867,8.529559337,22.35552446
0.246273706,1,10.63447403,1,0.582005937,6.998174738,91.05620063,2.579435974,2,271,19.16796865,393.7743721,8.902759074,19.95730084
0.197353052,0,9.809227398,1,0.599560871,6.825414438,87.00789857,2.178869332,2,322,21.15231366,394.9154438,13.27622307,17.0227114
0.264008965,0,11.10719616,1,0.507661981,6.883901815,87.63826715,2.133891951,6,306,19.99895747,391.9593746,12.07071958,23.2325624
0.245028182,0,10.97670542,1,0.547303513,6.937054634,79.92928208,2.126512874,2,338,21.8005149,393.5020175,6.219763341,17.13292945
0.072239616,0,11.96737596,0,0.580206256,6.34093588,83.86253814,2.335280501,2,325,21.95815717,399.9641767,11.34690573,16.54697485
0.26991652,1,9.795141862,0,0.57889509,6.297076958,72.34364292,2.569872261,4,390,20.00629195,393.6807083,5.0977766,19.74136399
0.171015828,1,11.01617851,0,0.575999716,6.234062493,80.72046075,2.365214078,2,327,20.77332046,394.1270916,12.10386205,24.13104521
0.246083243,0,9.156071265,0,0.534899494,6.830116911,90.87485546,2.181993872,4,273,21.31895426,390.1987606,12.64632317,17.19083978
0.270905564,0,9.340938116,1,0.545385326,6.679551862,98.59648092,2.383141867,1,372,19.37022805,393.808258,13.1494842,19.04922679
0.109040973,1,9.011755125,1,0.559496836,6.236171982,98.89192338,2.374905379,3,318,21.12838691,397.6339134,11.25642622,17.89265808
0.050814539,0,11.99838204,0,0.597394058,6.376993829,86.67168607,2.358155081,3,307,21.71859245,395.155968,6.805881044,23.73626071
0.083821846,1,11.40682109,0,0.532754727,6.506711764,88.19866755,2.095655724,3,314,19.53550764,396.5704542,12.93746781,20.47443003
0.139590181,0,11.36016904,1,0.592314389,6.528140057,75.57163557,2.38074008,4,377,21.51613027,395.5655214,13.99790559,16.8742513
0.249044134,1,10.52917823,1,0.526935692,6.888727729,90.85924324,2.258098672,4,306,19.34681042,391.0549106,11.33796143,19.49663705
0.261004563,1,9.900201249,0,0.598907447,6.380566133,72.11976378,2.011155235,4,301,20.70490509,393.3214439,7.75117874,13.18482876
0.021946597,1,9.453792853,0,0.567026369,6.908524031,78.54057057,2.323858692,1,327,20.01809101,396.9423308,6.793607217,15.78721442
0.163009245,1,9.854024217,0,0.546351148,6.44136756,90.05090042,2.593560047,5,346,20.41514758,395.479389,7.314630217,21.30653703
0.136875081,1,10.12791367,0,0.561339043,6.746372675,79.30930395,2.209843755,4,286,19.90189655,396.7496107,5.16904254,18.87351788
0.082190187,0,11.26893029,1,0.527253117,6.93025432,71.49540622,2.579335531,4,299,19.78161811,393.6018049,5.101685911,15.39981937
0.053562303,1,10.61898537,1,0.527417386,6.907575704,94.95611228,2.057723445,3,359,21.22941757,391.9368908,7.970384208,16.07217068
0.114532248,0,9.23245088,1,0.511355454,6.056952867,79.30990021,2.43947007,6,388,19.66933964,398.2981404,14.22959714,22.3369585
0.284014717,1,9.054087027,0,0.51140503,6.205704295,71.89315675,2.068597997,2,285,20.22523913,393.7630116,11.21327456,18.57236204
0.110496821,1,9.306996539,1,0.534767174,6.476905426,72.24364494,2.164142944,2,344,19.82367124,396.5501099,8.861070591,14.34258457
0.165261374,0,10.23149614,1,0.576285548,6.43155429,77.55276396,2.342504501,1,273,19.71590525,393.8124636,5.108475627,15.15538086
0.216845308,0,11.79957875,0,0.560797117,6.640891665,75.34047842,2.355667816,2,396,20.88128833,399.2725356,14.89700152,17.55036916
0.121816289,0,10.91220744,0,0.510258456,6.944709051,93.22900353,2.46512679,5,374,19.13628585,399.9193931,9.558443879,21.67972595
0.292098983,0,11.4054777,0,0.585223652,6.112404711,79.6505214,2.369186844,3,273,21.36669621,396.489288,14.91502834,24.964166
0.289485243,1,10.39912378,0,0.560136763,6.451858665,94.14087355,2.356168823,1,354,20.63870219,396.0215121,12.20139955,13.60064657
0.090499043,0,10.08499825,0,0.596085558,6.192411038,75.21537993,2.547411852,2,332,21.48531219,398.4082698,5.512388511,21.56900631
0.159229582,1,9.325201118,0,0.567018547,6.894107598,84.78637539,2.271296451,2,369,19.63904795,395.162318,13.5902564,19.64107322
0.104245927,0,11.62779907,1,0.517517486,6.964580186,90.64111401,2.135159467,6,335,21.12821812,398.695059,10.30399395,18.43670223
0.099755338,0,11.34948009,1,0.547378336,6.478701682,89.55972562,2.097073151,3,308,20.26175152,394.1293829,9.527284082,24.53039874
0.030328345,1,9.504354293,1,0.56484976,6.104010298,88.0338823,2.239996758,1,341,19.23041193,390.3189709,12.57851701,15.5185497
0.190678014,1,10.53678169,1,0.50282647,6.785294667,97.74464806,2.427651653,3,341,21.25742918,399.2659034,12.74800933,13.4776954
0.160750127,0,10.46212442,1,0.501491026,6.69714135,76.85575443,2.025526091,1,311,21.28656171,397.2152847,12.9642975,23.28636021
0.03441405,1,10.87527466,1,0.5129403,6.354670827,84.81157613,2.077432032,2,355,19.8127506,395.1076712,12.60536355,11.96164493
0.09802101,1,11.83856068,0,0.525166444,6.887407474,96.5197765,2.063668076,3,360,21.74813806,399.4489374,11.41270052,22.43967544
0.274314448,1,10.73931433,0,0.542954912,6.97583189,72.33681297,2.351150092,3,297,21.29190939,398.8676804,11.75622315,19.2493039
0.087077329,1,10.6206518,0,0.548744047,6.557853849,71.67664805,2.14571879,5,388,19.92027211,391.0842598,13.58582586,13.29605448
0.060570564,1,9.150968799,1,0.513802761,6.565727911,76.99906863,2.099755657,6,398,19.71732683,396.2439744,11.90540623,14.18307022
0.157046773,1,9.188722428,1,0.567339158,6.297513505,88.99063659,2.355662432,3,360,20.32026867,395.3810414,6.013574998,13.1817683
0.295982127,1,9.562040374,0,0.559613806,6.584506036,77.79638879,2.456785949,1,277,19.87836944,397.7647377,11.45500628,21.05673959
0.087775476,1,9.097412315,0,0.52944641,6.439642321,75.70719651,2.19929295,5,390,19.65106916,393.0076793,6.699937777,13.06235621
0.208197953,0,11.23005869,0,0.501365988,6.302191027,83.76406946,2.346922763,3,315,20.19730227,390.0811565,5.142529624,20.53919225
0.233253492,1,11.16999091,0,0.507764792,6.067185197,88.40794206,2.058874648,3,293,19.07711267,391.853996,7.141667223,12.79410413
0.086538512,0,9.408168703,0,0.539169478,6.25270786,77.45673121,2.561114618,5,384,20.20423321,392.1094058,6.544049835,22.23173226
0.223900578,1,11.5082367,1,0.515397435,6.19785465,79.0207356,2.202137711,2,388,19.66498788,392.9141637,6.020957351,23.87287091
0.122979277,1,9.464358105,1,0.537681961,6.542041985,88.40677914,2.598503416,3,293,19.79300256,393.7039285,7.149867749,18.8303684
0.197045633,1,9.903526761,1,0.56281826,6.601670022,98.37215266,2.587152654,4,291,19.24765986,397.0655479,10.6356934,24.52657652
0.197388319,1,9.746930697,0,0.554723743,6.608571724,90.24225182,2.46729407,6,337,20.76679505,390.7424487,6.514698031,16.46532424
0.170016912,0,10.1169213,1,0.523117588,6.388181001,93.48712431,2.012040257,2,327,20.41602768,394.8654728,7.79438277,14.42443438
0.045281136,0,9.763991298,0,0.534382249,6.421229734,81.00430284,2.326084952,3,284,21.25188213,394.9864368,13.4959211,13.48215459
0.253884699,1,10.46685278,1,0.56140312,6.83423843,78.16763078,2.052101852,2,277,21.96129588,396.1586979,13.88051275,17.70548686
0.109818418,0,10.22222364,0,0.586085503,6.476232814,83.6280323,2.537082816,1,304,19.35860203,393.1054746,8.330843668,12.83045662
0.072225183,1,11.95970847,0,0.575321344,6.987773332,94.21398486,2.473781752,2,317,19.81727527,392.597889,13.98951101,23.2610688
0.03141704,1,9.16777905,1,0.555340003,6.43961723,83.68898925,2.583404226,5,365,21.04736238,394.8388491,10.8572777,21.98671724
0.185450024,0,9.426544129,1,0.5362293,6.649580945,95.40176226,2.365029772,3,340,19.71193603,396.5960799,7.263684044,18.86965766
0.209718021,0,9.158477682,1,0.536505128,6.050362999,99.66315942,2.313303683,2,313,19.09044255,390.4459207,12.54293405,21.10048158
0.024644592,1,10.87752358,1,0.587941731,6.653339924,72.16079997,2.311384314,4,366,19.32941987,392.9358184,14.22094145,11.69986424
0.163386056,1,9.163527832,1,0.503924358,6.851426394,71.36230468,2.231869025,1,304,20.30088078,397.8731031,11.59235828,13.84924904
0.083418817,0,11.50931921,0,0.598798264,6.942457839,74.48769109,2.28121404,1,296,20.29235396,394.8418954,7.013307286,19.6969665
0.200648381,1,10.53581589,1,0.566437541,6.997320612,81.53109027,2.38124755,2,339,21.91691407,399.518258,5.858800767,17.68457316
0.0688226,0,10.58102287,1,0.56811377,6.282178646,73.93126627,2.559768565,5,335,20.3978501,398.6754173,7.294119707,19.46472172
0.213462567,1,10.68478352,0,0.503799784,6.575370065,96.11993433,2.357530603,1,340,21.03420312,393.4394498,8.385085054,12.2455666
0.128285897,1,9.512441119,1,0.560552927,6.450717986,70.69438753,2.514269565,2,349,20.47660301,397.26271,8.33735304,20.13391581
0.282284397,0,9.593070909,0,0.548477806,6.563817481,79.47378149,2.517667947,2,298,19.8097555,392.7430849,9.98545933,22.2506276
0.058505864,0,9.956451969,1,0.510577891,6.157452957,75.54083888,2.311299606,1,300,19.3163532,391.7529649,10.05169216,18.64785256
0.115498578,0,10.78048925,1,0.527792201,6.856149573,97.9461799,2.208481785,2,337,21.57722205,398.8102037,9.714326116,16.00369826
0.051772586,1,9.630353328,0,0.589031446,6.909568943,90.08443015,2.383744324,2,294,19.45798808,393.5024928,8.438238759,13.44507
0.278914213,1,9.348995181,1,0.554998842,6.449661663,97.36090769,2.267526405,6,386,19.29068085,392.0341804,6.068304738,14.71497064
0.265655019,1,11.91035066,1,0.541341658,6.280429862,99.16986131,2.04886452,4,350,19.64148583,399.649765,9.183182915,18.31545996
0.092223656,1,9.065945444,1,0.507268216,6.140833428,84.91294731,2.22668546,2,356,19.00746592,390.3102881,14.85760342,14.57724961
0.204795533,0,11.40809222,1,0.571412153,6.683764825,77.02957324,2.596443283,6,293,19.21589545,393.6689935,11.53874873,21.89123752
0.248822216,1,11.36410545,0,0.570285082,6.31223184,75.81186359,2.029107122,6,270,20.90559031,390.3841789,9.397773472,12.84437436
0.175456227,1,9.891642342,0,0.561404361,6.90953857,76.68756585,2.418000147,2,380,19.73064282,395.041003,5.834906281,18.22993973
0.168302162,1,9.406879848,1,0.551026265,6.671012475,91.25779923,2.504713223,5,316,20.01553629,394.0117542,7.132487191,17.94352654
0.087718641,0,9.43688594,1,0.54337844,6.645685325,71.21337184,2.389235542,1,305,21.50589926,397.2066887,10.74647294,12.94449169
0.046068775,1,11.09229485,0,0.559327109,6.559402116,71.54083219,2.341848939,6,311,21.31869875,399.5403449,9.978738456,24.92982613
0.271220412,1,10.92841977,0,0.523339545,6.045776339,88.24428827,2.42453265,6,345,20.4767443,395.1968884,5.191950626,22.52389542
0.272117056,0,11.34823702,1,0.594125906,6.931922436,89.2617144,2.257605642,5,359,20.83892997,392.8539958,5.862358318,16.41145451
0.197268408,1,11.81244352,0,0.558879453,6.627937493,89.95788773,2.054817042,3,358,19.25743384,398.7217564,8.560085811,20.58869155
0.114928341,1,11.07578209,0,0.531119244,6.994061983,81.15641514,2.577423053,5,337,21.2847841,396.0453978,6.408257828,21.03213679
0.117778681,0,9.46755461,0,0.544967985,6.537356405,94.17834666,2.259380462,3,339,20.5485744,395.5348455,14.57842679,20.11607995
0.22326759,1,9.73032785,0,0.580568479,6.710110892,86.00873763,2.399233542,3,379,20.71284731,391.8857466,5.341176949,17.05477525
0.271190873,1,11.52658119,1,0.516161606,6.056209558,73.1639689,2.318786262,5,395,20.9965809,390.4059151,14.74049373,23.39155864
0.268384199,1,9.627918228,0,0.529283562,6.631736177,93.91297921,2.032803843,4,364,20.5005259,394.6140494,11.5655372,21.80171934
0.238365153,0,9.217566951,1,0.567950802,6.764649612,98.59203359,2.571647961,5,291,20.56507789,395.2804693,9.072277239,18.58827936
0.199768861,1,11.10984016,1,0.531548921,6.778514295,71.80108939,2.475522336,6,290,20.49890676,391.2709372,10.39432546,11.035879
0.04355919,1,10.20757907,0,0.579250168,6.770111652,81.74054016,2.089458737,1,314,20.49045243,390.5939663,9.101247122,14.12723934
0.06525604,0,11.76012016,1,0.513045349,6.226282627,84.62548135,2.588989326,5,380,21.2506159,392.1608035,10.73207625,18.12355983
0.271595173,0,10.95076521,1,0.576268617,6.975398478,74.3941228,2.442140823,4,341,20.28162558,390.6309832,6.520061541,23.5850068
0.189800137,1,9.271256933,0,0.506835171,6.995182121,96.03126843,2.28339299,5,385,19.00867996,390.5613827,6.20013209,19.80069322
0.022575174,1,11.8435697,0,0.501259261,6.075595875,78.52448935,2.366822034,4,280,20.83618953,394.4416623,10.28590676,16.85007217
0.048412032,1,9.775671791,0,0.589822352,6.936446423,93.4902562,2.064042009,1,357,21.85798742,398.1024419,5.713396578,11.67076764
0.205780495,1,10.01163747,1,0.558133922,6.289449194,90.12983446,2.336246906,2,323,19.77087949,396.6398823,7.924843026,19.36192318
0.021417243,0,10.20678124,1,0.53518269,6.689284082,87.94137467,2.044196643,4,398,21.44857999,396.7941366,14.26895033,15.91053063
0.065026254,1,9.153672889,1,0.523259464,6.338110921,75.76428546,2.326913154,4,289,20.36647062,392.6243656,13.76213108,18.52327026
0.173645461,0,10.48954627,1,0.561688578,6.967754323,76.62110562,2.331617413,6,369,20.92894621,390.1110418,13.31402295,21.73018378
0.213730655,0,9.369955473,0,0.550900218,6.101503858,71.42045214,2.524663271,4,303,21.67262119,394.5064659,10.07163686,22.25236497
0.202549153,1,10.20291098,1,0.599159778,6.497746817,77.22137289,2.4350345,1,326,21.31304084,393.7712415,5.278847046,23.09989535
0.082795407,1,10.05212936,0,0.598321599,6.428047792,80.36330828,2.149731435,3,394,21.65372017,399.47235,6.213692614,19.90465277
0.219410182,0,11.31852025,0,0.563502457,6.326023452,94.99435912,2.533055685,4,322,19.02855994,390.7201951,14.19451075,23.67865053
0.086429744,0,11.40951153,0,0.544287051,6.645533991,80.99178,2.343945599,1,321,19.56194495,397.7641932,13.36407332,20.66879214
0.111111915,1,9.460238647,0,0.549114097,6.131055743,92.63865348,2.363827687,6,305,20.27048324,393.8541618,8.765218221,21.9747973
0.229017593,0,10.09965356,1,0.568247907,6.716662418,83.18326844,2.101388822,6,360,21.54352539,398.2961983,12.28975535,20.59675111
0.201897212,1,10.12005948,0,0.510157454,6.980592124,93.54604936,2.514664158,2,364,21.5151758,394.949079,13.54527793,23.20609339
0.257782555,1,9.454231332,1,0.532835207,6.804558714,99.28814801,2.558579069,4,272,19.555421,398.2050181,11.203356,14.12045835
0.20413161,0,11.39536052,0,0.507527224,6.860016753,77.19524674,2.46499439,3,297,19.4267273,394.6684837,13.53526947,21.63841907
0.179126409,0,11.12168499,0,0.507336076,6.359636743,95.87024836,2.564451472,1,391,21.50410731,394.0185951,7.446740079,12.6401916
0.046228935,1,9.571145359,0,0.519583924,6.324886606,88.65472259,2.181379942,2,303,20.62430288,399.637085,9.621357468,12.28791642
0.122960425,0,10.10016573,1,0.548525325,6.517048355,94.51882785,2.516671501,3,353,20.88030927,393.6885809,10.79041785,17.88271715
0.094256663,1,9.317415075,0,0.578477432,6.045726615,89.54757707,2.293335886,2,380,21.42761822,398.0530003,11.31157447,15.20332018
0.0883171,1,10.88461979,0,0.548549589,6.945358134,82.71848522,2.098350322,3,274,19.63523939,390.670326,14.86990323,18.8870149
0.292442955,1,9.364115774,0,0.533547661,6.143785173,76.84224818,2.401280359,5,397,19.4094544,390.6264862,13.45931338,20.48827485
0.130067363,0,11.95780251,0,0.508235299,6.903013039,72.10105676,2.410472162,5,357,21.57713279,394.3810819,5.55260913,14.17188061
0.269773035,1,11.34204622,1,0.555029552,6.083582222,86.06555093,2.172154708,5,384,19.33532232,395.8557017,6.691334044,20.79896481
0.196718815,1,10.17071565,1,0.527126859,6.822624928,99.70978284,2.016495999,2,371,19.26454255,396.0853298,11.57141963,24.93642728
0.242547165,1,10.7356918,0,0.561493418,6.151962526,92.14125415,2.119908355,5,286,19.83122553,390.3638609,7.405100296,21.63936468
0.160738386,1,11.73402545,0,0.597718774,6.038131614,79.82036624,2.239866529,1,300,19.95054658,396.9673995,6.589679132,13.43301103
0.181533088,1,10.66229784,1,0.511131432,6.71948945,94.816144,2.100537747,1,361,19.72340606,391.29926,11.66650882,19.87173594
0.157904954,1,9.523495459,1,0.52121254,6.2802653,93.06952001,2.116417969,5,373,21.22486982,399.5534498,10.36424551,11.13278678
0.074668037,1,10.13611007,1,0.547309454,6.714496153,78.4490738,2.234834399,3,362,21.92006234,393.3354875,13.05189977,17.57605424
0.222286592,1,11.5294346,0,0.596861382,6.55508525,70.42922469,2.577071969,3,351,19.59877403,392.6144503,8.193611972,18.46628912
0.098616261,1,10.93263905,1,0.577180978,6.10880739,73.54487916,2.458546109,2,324,21.34555657,392.9126602,8.297039085,24.61328574
0.026808471,1,10.95217315,0,0.589822919,6.932130073,96.31918571,2.191849041,3,342,19.13272663,399.3735344,6.504919627,21.32087533
0.200732243,1,11.60046446,1,0.533371485,6.452314175,95.09689106,2.570962441,4,316,19.35670798,394.8284121,11.52258146,20.88344353
0.06959099,0,11.68191917,1,0.599203847,6.734447278,78.85627003,2.387388075,3,363,20.54535225,394.3467975,12.08891844,18.45366453
0.283328404,1,11.75937772,0,0.510283282,6.501020572,78.55586279,2.273269787,1,336,21.99882661,395.6589822,6.384268226,18.1844642
0.287100002,1,9.28454758,1,0.505297291,6.604361475,93.78594961,2.280980119,6,366,21.84809695,399.307619,7.541134413,24.88915894
0.276162029,1,10.63237801,0,0.585560263,6.302773592,98.1321241,2.246446681,3,389,19.33582882,393.0833986,6.542713174,11.29775195
0.123644436,0,11.22152856,1,0.592726487,6.200360304,93.3741177,2.139795232,2,306,19.71906075,391.8082001,12.47676997,15.24488268
0.024327853,1,11.27078054,0,0.509058536,6.542570203,88.16736031,2.231979315,3,379,21.83737555,395.9549093,7.090977296,12.87297353
0.279929198,0,10.82014861,1,0.511342743,6.440218973,77.28014051,2.31673783,2,347,19.45217172,394.9167477,6.522465646,15.40960705
0.139891562,1,9.500362006,1,0.503317416,6.390113213,85.77243742,2.31681641,4,387,21.22836693,390.6196827,5.698517075,17.49067605
0.290663349,1,11.39226166,0,0.510450756,6.672567195,77.00535576,2.457042141,5,311,19.00332407,395.2193732,13.31299474,15.78705312
0.289813594,0,11.160334,0,0.520941982,6.690506632,94.2403426,2.215278714,4,343,20.89513631,395.6241788,6.239791488,24.4778716
0.258842648,1,9.258407315,0,0.597007662,6.045920056,81.60883239,2.430078818,1,394,20.48380127,396.9415061,5.296670539,20.52823168
0.10244569,0,10.39142947,0,0.566786022,6.338744494,95.01091651,2.346855103,6,329,20.41307584,399.9554208,5.643053204,21.19262902
0.127827364,0,9.521932199,1,0.577855303,6.41176455,81.44827654,2.577107243,4,333,21.48757525,394.2158095,8.668308721,21.39209113
0.258318268,1,10.01243114,1,0.57761394,6.096892161,94.72448216,2.231170956,4,327,19.24220304,395.1020327,10.96652541,23.58917789
0.108738161,1,9.054243277,1,0.553507375,6.235900867,79.99953445,2.540729879,1,271,20.13199643,390.7500231,8.982047076,21.7522633
0.067457969,1,10.20098961,1,0.579748898,6.051641797,83.20398114,2.492385528,1,347,20.33811563,398.3158807,9.554069205,11.22686733
0.175904353,1,10.64963076,1,0.559580753,6.996242099,88.46465258,2.382598571,5,340,19.37177968,390.981558,14.19305457,14.65954044
0.282123337,0,10.85874778,1,0.53145461,6.736557203,72.10862842,2.39270868,5,389,19.25699964,399.3383002,12.58921161,24.8474614
0.214888343,0,10.99047104,0,0.556111011,6.087450157,98.44621185,2.050789961,3,277,19.53884291,393.4850034,8.410413034,20.12974281
0.179617128,1,11.50887394,1,0.553350859,6.02024938,87.20817358,2.570134763,2,282,19.72314317,393.3758247,6.543145823,11.95364824
0.047209418,0,9.646388722,1,0.582345305,6.7192878,85.23460044,2.064161638,1,308,21.89818173,393.2860898,12.49172445,17.53293484
0.192202023,0,9.361445467,0,0.598172722,6.439192166,95.18181913,2.337939985,4,371,20.42684113,399.504896,10.73523777,24.73168244
0.297215078,1,11.55461152,1,0.541104257,6.786796709,95.9728819,2.19804248,4,350,20.5308671,399.8010781,14.62246687,24.89973399
0.059223524,0,9.469838445,1,0.576339068,6.923476038,85.66781214,2.257911187,5,275,21.12099461,399.7324042,14.08442348,17.05425548
0.165132303,0,11.92428024,1,0.5099763,6.599300389,97.81786977,2.366109807,2,288,21.05280039,397.0478715,10.63642731,23.50274213
0.26566446,1,11.52761469,0,0.577683137,6.187108423,71.94213298,2.545310827,1,374,20.50833221,391.1105816,5.699101935,19.28789236
0.227415213,0,10.50262982,0,0.537141691,6.782194036,73.39677377,2.274540274,5,322,20.01951518,393.8636223,5.309596812,18.13201088
0.215164407,1,11.94426427,1,0.503939016,6.955811743,87.9036469,2.592637733,2,297,19.99315508,392.8930921,13.37520401,16.76719484
0.216695544,0,9.292130187,0,0.536324618,6.580231287,80.62197585,2.355687239,1,316,19.1731322,397.0838954,11.98042126,23.48982056
0.120657522,1,9.909197284,1,0.561064275,6.681997447,83.92675499,2.096332366,4,326,21.69889042,394.9265449,10.60157387,19.69577339
0.102205716,0,10.91467325,1,0.511925017,6.337474695,79.84237654,2.114005577,4,324,21.30818357,396.1650135,11.88925234,15.67316701
0.246621124,0,10.05002061,1,0.592403449,6.381527695,82.14175934,2.429666621,5,348,20.87002972,390.0873108,10.39786834,17.88705412
0.246831751,1,11.78511766,0,0.507767241,6.734654498,94.67939041,2.030238677,2,270,20.18824523,397.8286406,10.78337736,17.21711007
0.262780249,1,9.196878265,1,0.593000672,6.927771098,87.804286,2.288204946,4,292,20.74739719,399.5205184,7.258889614,17.31615765
0.275707355,1,10.6482355,1,0.570713752,6.628988387,99.92033648,2.088931466,2,311,20.45526941,396.6937329,9.555044133,15.36253726
0.163175872,1,10.7725988,1,0.532971218,6.789847908,93.60637593,2.259931181,5,273,19.82180494,398.519374,5.110735425,19.86140198
0.160424563,0,10.95818437,1,0.539075035,6.171635017,78.20998762,2.449950453,3,277,19.89571824,394.7825039,11.68733649,11.73132347
0.24352265,0,9.76699867,1,0.574080936,6.21195909,77.93035353,2.275287757,2,279,21.62343912,390.2020808,8.323025582,23.40628624
0.201989901,0,10.09369928,0,0.56014711,6.532034687,80.0769481,2.098070665,6,385,20.90472422,399.9046922,11.56324152,16.81555755
0.216550726,1,11.53104159,1,0.567164292,6.176554192,95.29778442,2.151155222,2,369,19.00426745,390.5883215,14.2646167,22.21207456
0.242821947,0,9.584828307,0,0.538916462,6.63499507,70.81862952,2.220523753,5,285,19.9806153,391.927742,10.91643315,21.2128854
0.269201496,0,11.48060354,1,0.548781348,6.291653185,76.90543837,2.04173671,6,333,20.01983639,390.5244015,8.280850024,17.60592287
0.114638644,1,10.68796627,0,0.598986748,6.791532619,97.14755261,2.350602582,3,377,21.11900668,396.249584,7.071586204,13.78194792
0.125163227,1,11.28656253,1,0.521392287,6.808110347,89.19689308,2.364520275,4,390,21.10136003,395.832309,7.51708486,18.87096363
0.046314943,0,11.1408221,1,0.541785619,6.463787456,76.80541287,2.037291156,1,324,20.39246456,392.0966965,14.87297029,24.27301172
0.181918439,1,9.622534486,0,0.529182319,6.180810635,76.57434905,2.241386793,5,352,21.85293824,399.5665324,11.1536305,13.60081448
0.030063837,0,10.70643821,0,0.576511151,6.646774961,95.87854305,2.24840041,1,273,21.61668751,399.134863,9.405455081,14.58417423
0.150367445,0,11.60316946,1,0.576401263,6.992787018,96.81272525,2.200291741,3,313,21.59863214,392.7981006,7.309750236,24.90207639
